Time,Temperatura,Humitat,Pressió atmosfèrica,Precipitació
2024-09-01,26.3412037037037,66.38888888888889,1012.7870370370371,0.3
2024-09-02,26.076041666666665,62.22222222222222,1012.2638888888889,0.0
2024-09-03,23.932291666666668,74.23958333333333,1013.0486111111111,4.8
2024-09-04,21.40798611111111,79.38194444444444,1012.1979166666666,10.4
2024-09-05,21.62847222222222,65.6875,1010.0347222222222,0.0
2024-09-06,24.16048951048951,72.65384615384616,1007.5,0.0
2024-09-07,25.87177700348432,78.33101045296168,1007.6076388888889,1.5
2024-09-08,22.95486111111111,84.04166666666667,1010.0486111111111,52.6
2024-09-09,23.246875000000003,61.27777777777778,1013.3993055555555,0.0
2024-09-10,23.468055555555555,66.48611111111111,1014.7708333333334,0.0
2024-09-11,22.594791666666666,66.45138888888889,1013.5208333333334,0.0
2024-09-12,21.217361111111114,70.33333333333333,1011.7222222222222,0.5
2024-09-13,19.670833333333334,52.84027777777778,1018.4409722222222,0.0
2024-09-14,20.929166666666667,45.30555555555556,1021.0208333333334,0.0
2024-09-15,22.11215277777778,48.611111111111114,1016.5173611111111,0.0
2024-09-16,22.480555555555554,45.25,1013.7673611111111,0.0
2024-09-17,21.360069444444445,53.354166666666664,1012.625,0.0
2024-09-18,19.718402777777776,71.11805555555556,1015.3888888888889,13.7
2024-09-19,20.57465277777778,71.91319444444444,1014.8125,0.0
2024-09-20,20.389930555555555,75.14930555555556,1016.0208333333334,16.0
2024-09-21,20.873958333333334,77.43055555555556,1015.6145833333334,3.3
2024-09-22,20.994097222222223,81.04861111111111,1013.21875,0.5
2024-09-23,21.114930555555556,78.34027777777777,1012.6631944444445,0.5
2024-09-24,22.26840277777778,68.24652777777777,1011.1076388888889,0.0
2024-09-25,22.230208333333334,65.61805555555556,1011.7777777777778,0.0
2024-09-26,25.131597222222222,69.63541666666667,1006.6944444444445,0.0
2024-09-27,23.35590277777778,56.16319444444444,1010.9236111111111,0.0
2024-09-28,19.345138888888886,49.27777777777778,1019.78125,0.0
2024-09-29,20.361458333333335,62.326388888888886,1021.7430555555555,3.6
2024-09-30,21.82326388888889,71.12847222222223,1019.1944444444445,0.0
