Time,Temperatura,Humitat,Pressió atmosfèrica,Precipitació
2024-07-01,22.25462962962963,79.27314814814815,1015.5416666666666,14.2
2024-07-02,22.96062717770035,70.57142857142857,1015.8188153310105,0.0
2024-07-03,23.357839721254354,72.45644599303135,1013.0104529616725,0.0
2024-07-04,23.52972027972028,74.33916083916084,1014.4405594405595,0.0
2024-07-05,24.511231884057974,72.18840579710145,1013.6231884057971,0.0
2024-07-06,24.893379790940767,72.34843205574913,1009.6933797909408,0.0
2024-07-07,24.23135888501742,70.63066202090593,1012.6062717770035,0.0
2024-07-08,24.741114982578395,73.26829268292683,1014.6376306620209,0.0
2024-07-09,25.612891986062717,70.35540069686411,1014.8501742160279,0.0
2024-07-10,26.23916083916084,68.57342657342657,1015.3916083916084,0.0
2024-07-11,26.875087719298243,75.6140350877193,1015.2631578947369,0.0
2024-07-12,26.12334494773519,76.41811846689896,1012.3715277777778,0.0
2024-07-13,24.4375,69.3125,1012.9340277777778,0.5
2024-07-14,25.521180555555556,70.31597222222223,1011.6215277777778,0.0
2024-07-15,26.22951388888889,77.31944444444444,1011.4409722222222,0.0
2024-07-16,25.93402777777778,75.17361111111111,1014.9409722222222,0.0
2024-07-17,26.027430555555554,62.50694444444444,1017.2743055555555,0.0
2024-07-18,26.882625482625485,62.28185328185328,1017.1215277777778,0.0
2024-07-19,27.557303370786517,72.68539325842697,1015.9340277777778,0.0
2024-07-20,27.407291666666666,73.32291666666667,1009.4131944444445,0.0
2024-07-21,26.04340277777778,71.56597222222223,1008.9375,2.0
2024-07-22,26.537847222222222,52.59722222222222,1016.5902777777778,0.0
2024-07-23,26.833680555555556,61.795138888888886,1018.2083333333334,0.0
2024-07-24,27.398545454545456,68.46909090909091,1016.1048951048951,0.0
2024-07-25,26.99652777777778,67.47916666666667,1012.03125,0.0
2024-07-26,27.525694444444444,63.892361111111114,1011.2013888888889,0.0
2024-07-27,27.388278388278387,62.71062271062271,1013.0729166666666,0.0
2024-07-28,26.974493927125504,72.27935222672065,1017.1944444444445,0.0
2024-07-29,27.98466898954704,60.59581881533101,1016.3888888888889,0.0
2024-07-30,31.06157894736842,46.67894736842105,1014.2256944444445,0.0
2024-07-31,30.007291666666667,48.18402777777778,1012.3020833333334,0.0
